,districtCd,stationId,stationName,stationSeq,x,y
0,2,121000086,KCC사옥,1,127.0202167,37.5030167
1,2,121000941,신논현역.영신빌딩,2,127.0251667,37.5024333
2,2,277103680,강남역.지오다노(경유),3,127.0261333,37.5004167
3,2,277102911,강남역10번출구(경유),4,127.0269833,37.4986167
4,2,121000009,신분당선강남역(중),5,127.02835,37.49615
5,2,277101612,우성아파트앞사거리(경유),6,127.0295333,37.49335
6,2,121000007,래미안아파트.파이낸셜뉴스(중),7,127.0305,37.4917833
7,2,277102150,뱅뱅사거리(경유),8,127.0315167,37.48925
8,2,121000005,뱅뱅사거리(중),9,127.0324667,37.4876833
9,2,121000003,양재역.서초문화예술회관(중),10,127.0358833,37.4825667
10,2,121000001,교육개발원입구(중),11,127.03855,37.4785667
11,2,121000220,시민의숲.양재꽃시장,12,127.0384333,37.4707333
12,2,277103387,양재IC(경유),13,127.0394333,37.46365
13,2,277104178,청계산입구역(경유),14,127.0538333,37.4481833
14,2,277103440,성남진입(경유),15,127.0661833,37.43355
15,2,277103678,금토JC(경유),16,127.08445,37.4155
16,2,277103150,판교IC(경유),17,127.10005,37.3988333
17,2,277103385,서울TG(경유),18,127.1026,37.36535
18,2,277103442,죽전(경유),19,127.10315,37.3266
19,2,277103360,신갈JC(경유),20,127.10345,37.2904333
20,2,277103362,수원신갈IC(경유),21,127.1035333,37.2668167
21,2,228001189,기흥IC입구,22,127.1030333,37.2208
22,2,233000140,영천리,23,127.10355,37.2195167
23,2,233002165,현대트랜시스,24,127.1035667,37.21745
24,2,233001902,동원.다원중,25,127.1032667,37.2117833
25,2,233002436,상록.테크노밸리.GS자이,26,127.0985667,37.20655
26,2,233002433,우남퍼스트빌.자이,27,127.1000833,37.2045667
27,2,233000131,계룡.영천초,28,127.1047333,37.204
28,2,233002434,시범예미지.영천유치원,29,127.1074167,37.2034167
29,2,233000164,반도1차.경남,30,127.1105833,37.2032167
30,2,233002422,무봉초,31,127.1172833,37.20345
31,2,233002427,KCC스위첸,32,127.1189667,37.2012
32,2,233000150,반도유보라.센트럴푸르지오,33,127.1152167,37.1987667
33,2,233000134,호반베르디움.롯데캐슬,34,127.1112333,37.1971833
34,2,233000139,한화.호반.대원,35,127.1049833,37.1971
35,2,233002437,한화꿈에그린,36,127.10035,37.1947667
